avg_train_projected_errors,avg_val_projected_errors,epoch,error,step,train_loss,val_error,val_loss
,,0,0.5547496676445007,49,0.0023591378703713417,,
,,0,0.9834328889846802,99,0.002745660487562418,,
,,0,0.07919103652238846,149,0.0014681186294183135,,
,,0,24.04458236694336,199,0.0019626307766884565,,
,,0,1.2592189311981201,249,0.0004466146056074649,,
,,0,0.47547680139541626,299,0.0007377774454653263,,
,,0,0.6152693629264832,349,0.0005508868489414454,,
,,0,1.1396483182907104,399,0.0010426281951367855,,
,,0,0.22919560968875885,449,0.0012009062338620424,,
,,0,0.8921674489974976,499,0.001614567474462092,,
,,0,1.5033183097839355,549,0.0023007667623460293,,
,,0,1.0216903686523438,599,0.002132078865543008,,
,,0,0.32885974645614624,649,0.0013438656460493803,,
,,0,1.047634243965149,699,0.002178773283958435,,
,,0,0.5827363133430481,749,0.0017962921410799026,,
,,0,8.639118194580078,799,0.0035942215472459793,,
,,0,0.6106038689613342,849,0.001099888002499938,,
,,0,16.85846710205078,899,0.007506165653467178,,
,,0,0.5813288688659668,949,0.0004104932304471731,,
,,0,22.192270278930664,999,0.004158900585025549,,
,,0,0.9197249412536621,1049,0.0023253317922353745,,
,,0,0.2096829116344452,1099,0.0001991821627598256,,
,,0,0.7713005542755127,1149,0.0014381872024387121,,
,,0,3.179091453552246,1199,0.0023979994002729654,,
,,0,0.8998138904571533,1249,0.0006998686585575342,,
,,0,0.6841851472854614,1299,0.0015823886496946216,,
,,0,0.20037898421287537,1349,0.0009402770083397627,,
,,0,1.1678237915039062,1399,0.0032877118792384863,,
,,0,33.3526496887207,1449,0.0013607089640572667,,
,,0,0.3099513053894043,1499,0.0022131369914859533,,
,,0,0.2905918061733246,1549,0.004918875638395548,,
,,0,0.17376966774463654,1599,0.00016549750580452383,,
,,0,0.5749379992485046,1649,0.0018659962806850672,,
,,0,0.40663620829582214,1699,0.0003815386153291911,,
,,0,0.11675819754600525,1749,0.0016128441784530878,,
,,0,0.9177972674369812,1799,0.0026644673198461533,,
,,0,0.26893433928489685,1849,0.001953438390046358,,
,2.811374235244414,0,,1874,,2.824716567993164,0.0024334352929145098
3.508408316927056,,0,,1874,,,
,,1,0.47810521721839905,1899,0.0049523659981787205,,
,,1,6.485633850097656,1949,0.0015662277583032846,,
,,1,1.3452240228652954,1999,0.0001568914740346372,,
,,1,2.2114620208740234,2049,0.0024157222360372543,,
,,1,8.746915817260742,2099,0.0017094900831580162,,
,,1,1.3987334966659546,2149,0.003435187041759491,,
,,1,14.588919639587402,2199,0.004229506943374872,,
,,1,0.44178512692451477,2249,0.0025313321966677904,,
,,1,0.2879873216152191,2299,0.003420485183596611,,
,,1,1.3120245933532715,2349,0.0015881807776167989,,
,,1,1.2504945993423462,2399,0.0024261707440018654,,
,,1,0.9216985106468201,2449,0.0010882182978093624,,
,,1,1.1167088747024536,2499,0.005212705582380295,,
,,1,28.920427322387695,2549,0.0007018508040346205,,
,,1,0.31851324439048767,2599,0.001262681558728218,,
,,1,0.478099524974823,2649,0.002531876787543297,,
,,1,1.0370032787322998,2699,0.002662938553839922,,
,,1,0.3729054033756256,2749,0.0014718759339302778,,
,,1,1.013481855392456,2799,0.0027768102008849382,,
,,1,1.9951066970825195,2849,0.0033720682840794325,,
,,1,0.1690252423286438,2899,0.000948658213019371,,
,,1,0.5330186486244202,2949,0.0018495582044124603,,
,,1,0.7534904479980469,2999,0.0033772396855056286,,
,,1,0.7767135500907898,3049,0.0007990517187863588,,
,,1,1.2668577432632446,3099,0.0051181199960410595,,
,,1,0.582452118396759,3149,0.00490148738026619,,
,,1,8.146233558654785,3199,0.0021116191055625677,,
,,1,1.838165044784546,3249,0.002941528335213661,,
,,1,0.5020539164543152,3299,0.0028749448247253895,,
,,1,1.6728276014328003,3349,0.000891296484041959,,
,,1,0.909066379070282,3399,0.0024832398630678654,,
,,1,0.2091769278049469,3449,0.0003787212772294879,,
,,1,1.9617576599121094,3499,0.0017040031962096691,,
,,1,0.954369068145752,3549,0.001549525186419487,,
,,1,1.010836124420166,3599,0.004024085588753223,,
,,1,0.037923187017440796,3649,0.00030487729236483574,,
,,1,1.1412967443466187,3699,0.0013675909722223878,,
,,1,0.7157993316650391,3749,0.0020227564964443445,,
,4.4031942193095,1,,3749,,4.407459735870361,0.0026795107405632734
3.287152959790755,,1,,3749,,,
,,2,0.5449783802032471,3799,0.001072225859388709,,
